Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,Pens S,Pen/R,Shot/90,Shot %,ShT/90,xG,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Juan González,GK,33,MEX,"6'2""",174 lbs,,Cruz Azul,£14K - £150K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£5,250 p/w",Right,8-11,13-16,5-8,9-13,11-15,5-8,8-11,12,11-15,10-14,8-11,1-2,2-5,11-15,8-12,1-3,1-2,1-4,4-8,1-2,1-4,12,1-3,12-15,13,15-18,1-4,1-5,1-2,14-17,1-3,7-10,5-8,8-11,1-4,9-12,11,8-11,6-9,5-9,6-10,2-5,9-12,3-7,9,7-10,3-7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Distributor,Experienced goalkeeper,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Miguel Montoya,"DM, M (C)",33,MEX,"6'0""",169 lbs,,Puebla,£0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£7,500 p/w",Left,7-10,1,11-14,6-10,9-13,11-15,14-18,1-4,1-3,13-17,8-11,1-4,3-6,15-18,10-14,2-6,1-2,4-8,15,6-9,2-6,1-3,3-6,11-14,1-2,3-6,11-14,2-6,8-11,6-9,8-12,1-3,7-10,13,1-5,8-12,2-5,2-6,1-3,11-14,8,7,6-9,16-19,1-5,12,11-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Intelligent,Experienced midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lst,- -  - 
Jonny O'Reilly,D (C),30,IRL,"6'2""",176 lbs,,Birmingham,£2.7M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£18,500 p/w",Either,10-13,1-5,9-12,11-14,11-14,13-17,6-10,1-2,3-6,10-13,11-15,1-4,2-5,8-11,15-18,5-8,1-5,2-6,6-9,4-8,1-3,1-2,12,16,2-5,9-12,2-5,2-5,13,13-16,6-9,1-5,13-17,5-8,1-4,14,1-3,1-2,2-6,10-13,12-15,14,9-13,6-9,3-6,8-12,5-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sky Bet Championship,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lst,- -  - 
Patryk Fedorowicz,D (C),28,POL,"6'1""",180 lbs,,Pogoń,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,700 p/w",Unknown,10-15,-,-,-,6-14,-,-,-,-,-,-,-,-,12-18,13-19,-,-,-,4-10,-,-,-,4-10,12-17,-,-,-,-,9-14,-,-,-,6-12,4-9,-,9-17,-,-,-,-,11-17,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PKO Bank Polski Ekstraklasa,Physical,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Jakov-Anton Trebotić,M (C),23,CRO,"6'0""",174 lbs,,Hajduk Split,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,700 p/w",Unknown,-,-,3-8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14-20,9-15,-,-,5-13,10-16,-,-,1-7,-,-,-,-,-,-,13-18,-,-,-,-,-,11-17,13-19,5-13,6-14,-,-,10-18,6-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SuperSport HNL,Physical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Juan Sebastián Ordóñez,"M (C), AM (RC)",33,COL,"5'10""",163 lbs,,Oviedo,£100K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£12,750 p/w",Right,15,4-7,6-10,12-16,11-15,13-16,1-4,1-5,1-2,11-14,7-10,4-7,4-8,11-15,15-18,10-14,2-5,7-10,10-13,13-16,1-4,1-5,6,10,1-4,13-17,7-11,1-2,7-10,9-13,13-17,1-3,12,12-16,2-6,3-6,1-4,1-3,1-4,10-14,8-11,5-8,9-12,13-17,1-2,14-17,5-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LaLiga 2 Hypermotion,Physical,Experienced attacking midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lst,- -  - 
Damian Surma,D (RLC),33,POL,"6'2""",178 lbs,,KGHM Zagłębie,£24K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,200 p/w",Right Only,5-11,-,9-15,5-10,10-15,10-15,15-20,-,-,5-10,18-20,-,-,12-19,6-11,1-6,-,-,1-6,-,-,-,1-8,16-20,-,6-12,1-8,-,13-18,10-16,-,-,6-13,3-9,-,13-18,-,-,-,8-15,4-9,5-12,8-15,5-12,-,-,9-16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PKO Bank Polski Ekstraklasa,Intelligent,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Siyabulela Msomi,"DM, AM (C), ST (C)",32,RSA,"5'10""",154 lbs,,VVV-Venlo,£18K - £60K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£7,250 p/w",Left,6-12,1-5,13-19,7-13,10-16,11-15,5-9,1-5,1-3,11-15,5-9,5-9,2-8,11-15,13-17,6-12,1-3,5-9,13-17,14-18,7-11,1-5,5-9,6-10,1-6,5-11,10-14,1-5,1-4,11-17,11-17,1-3,8-12,9-15,4-10,3-7,1-3,1,1-5,7-11,4-8,5-9,7-11,13-17,1-5,14-18,5-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Keuken Kampioen Divisie,Intelligent,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Georgi Manolov,"AM (R), ST (C)",29,BUL,"6'5""",165 lbs,,Pogoń,£7K - £70K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£5,500 p/w",Right,6-13,-,5-12,10-17,-,7-12,12-17,-,-,9-14,-,-,3-10,9-15,12-17,8-15,-,10-15,8-13,16-20,-,-,9-14,12-17,-,-,6-12,-,-,11-18,11-18,-,11-16,3-10,13-20,-,-,-,-,9-15,9-14,-,6-11,10-16,-,9-14,7-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PKO Bank Polski Ekstraklasa,Physical,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Kanji Sakata,D/WB/AM (R),32,JPN,"5'9""",156 lbs,,1.FC Kaiserslautern,£200K - £2M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£9,000 p/w",Right,13-17,1-5,17-20,14-17,9-12,12-15,18-20,1-2,2-5,8-11,7-11,1-5,12-16,11-14,13-16,6-9,1-2,4-7,10-13,10-14,4-7,2-6,7,9,1,6-10,4-7,3-6,9,16-20,10-13,1-2,11-15,9-13,1-4,9,1-4,1-4,1-5,13-16,10-13,12,10-14,11-14,1-3,10-14,9-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2. Bundesliga,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Rodrigo Bautista,ST (C),31,URU,"5'10""",160 lbs,,Santos Laguna,£80K - £800K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/12/2041,"£10,500 p/w",Left,14,1-4,10-14,14-18,14-18,8-11,5-8,1-5,1-2,9-12,7-10,12-15,4-8,10-14,17-20,9-13,2-5,13-16,11,13-16,4-7,1-2,12,7,1-5,12-16,10-14,1-2,1-3,9-13,13-17,2-5,15,5-9,5-9,6-9,1-5,1,1-4,10-14,8-11,1-4,12-15,12-16,1-4,9-12,10-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Intelligent,Striker,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Jhonatan López,D (R),31,COL,"6'0""",171 lbs,,Tijuana,£425K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£11,250 p/w",Right,10-13,1-3,8-11,15-18,12-15,12-16,11-15,1-3,1-4,9-13,13-17,4-8,7-10,13-16,15-19,8-11,1-5,1-5,8-12,9-13,1-5,1-3,7,14,2-5,2-5,4-7,1-5,12,11-14,7-10,1-5,11-14,7-10,3-6,14,2-5,1-3,1-3,14-17,9-13,9,11-14,11-14,1-3,2-5,10-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga BBVA MX,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Albert Riascos,"M (L), AM (RL)",31,COL,"5'7""",149 lbs,,Tondela,£14K - £140K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,300 p/w",Left,14-18,1-5,13-17,14-18,10-14,8-12,9-13,1-5,1-7,8-14,1-4,4-8,11-15,7-13,9-15,6-10,1-3,3-7,8-14,9-13,1-3,1-5,2-6,1-2,1-5,13-17,2-8,3-9,1,14-18,10-14,1,11-15,13-17,1-3,1-5,1-3,2-6,1-5,10-16,7-13,1-3,4-8,8-14,1-6,9-13,3-9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
John Bird,D/M/AM (R),31,ENG,"6'3""",187 lbs,,Falkirk,£120K - £375K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31/5/2041,"£4,500 p/w",Right,7-12,-,5-10,-,12-17,-,14-20,-,-,5-12,5-12,-,-,10-15,7-14,-,-,-,7-14,-,-,-,2-7,15-20,-,7-12,-,-,9-16,6-11,-,-,10-15,5-10,-,7-13,-,-,-,8-13,6-13,3-8,5-10,11-16,-,-,9-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,cinch Premiership,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Paweł Machaj,D/M/AM (L),32,POL,"6'1""",165 lbs,,Ruch,£130K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£2,100 p/w",Right,13-17,-,6-10,13-19,-,11-17,4-10,-,-,5-9,5-9,-,11-15,8-12,13-17,8-14,-,3-9,8-12,11-15,-,-,1-3,10-14,-,5-9,4-8,-,-,16-20,5-11,-,9-13,8-12,1-3,-,-,-,-,9-13,6-10,-,5-9,11-15,-,4-8,10-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PKO Bank Polski Ekstraklasa,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lst,- -  - 
Hocine Bouzid,D/WB/AM (R),32,ALG,"5'5""",136 lbs,,Lusitânia Lourosa,£7K - £75K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£950 p/w,Right,13-16,1-3,9-12,12-16,9-13,8-12,18-20,2-5,1-5,7-11,11-14,1-3,7-10,13-16,10-14,5-9,1-2,1-4,10-14,8-11,1-4,1-4,6,2,1-2,15-18,2-5,1-4,10,15-18,7-11,1-4,8-11,7-10,1-3,8,2-5,3-7,1,11-14,8-12,9,9-12,12-15,1-3,4-7,10-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Leader,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Paulo Grilo,"DM, M/AM (C)",32,POR,"6'1""",174 lbs,,Nacional da Madeira,£12K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£600 p/w,Right,6-10,1-4,12-16,13-17,11-15,11-15,8-12,1-3,1-3,11-17,7-13,3-9,3-7,11-15,11-17,8-12,1-6,4-8,10-16,13-19,3-7,1,5-9,11-17,3-7,6-10,9-13,1-4,7-13,10-14,14-18,1-5,8-12,9-13,2-6,10-14,1-3,1-3,1-3,10-14,6-12,6-10,10-14,12-16,1-3,14-18,9-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Liga Portugal 2 SABSEG,Intelligent,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ask,- -  - 
Matheus Henrique,"M (R), AM (RLC)",32,POR,"5'11""",160 lbs,,Granada,£210K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£3,800 p/w",Right,15,1-3,4-7,18-20,11-14,12-16,8-12,1-3,1-3,6-10,5-9,5-9,9-12,9-12,12-16,13-16,1-4,5-9,10-14,15-19,7-11,1,4,11,2-5,5-8,2-5,1-2,3-7,10-13,12-15,2-6,14,8-11,1-4,2-6,2-5,1-4,1-4,15-18,6-10,1-3,4-7,12-15,1-3,8-11,11-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LaLiga 2 Hypermotion,Physical,Experienced winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Justice Sarkodie,"AM (R), ST (C)",32,GHA,"5'10""",154 lbs,,Berchem,£65K - £200K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£1,400 p/w",Right,10-14,1,14-18,6-12,6-12,10-16,7-13,1-5,1-5,13-17,1-5,3-7,5-9,14-18,13-17,6-12,1-4,11-17,11-15,14-18,1-7,1-4,5-9,2-6,1-3,6-10,3-7,1-3,1-3,11-15,9-15,1-4,7-11,8-12,1-4,1-7,3-7,2-8,1-2,8-12,5-9,1,2-6,15-19,1-5,3-7,8-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Challenger Pro League,Intelligent,Forward,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Ben Foster,D/WB/AM (R),32,WAL,"5'10""",158 lbs,,Blackpool,£95K - £950K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£4,100 p/w",Right,12-16,1-5,14-18,14-17,6-9,15-18,7-10,1-3,1-3,9-12,7-11,1-2,10-14,10-13,14-17,3-6,1-4,5-8,11-14,9-13,1-4,2-6,5,3,1,13-17,3-6,2-5,11,13-17,5-8,1-4,10-14,9-13,1-2,10,1-3,1-4,1-4,12-15,8-11,7,9-13,12-15,2-5,4-8,7-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sky Bet Championship,Physical,Attacking full back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Ali Dodd,D (C),31,AUS,"6'4""",194 lbs,,Stoke City,£240K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£33,000 p/w",Right,10-12,1-2,16-18,12-14,12-14,15-17,17-19,1-2,1-4,9-12,13-15,1-2,3-5,11-14,14-17,2-4,1-2,1-3,8-11,3-5,1-2,3-5,13,15,1-3,10-12,1-4,1-4,13,14-16,5-7,1-3,10-12,9-11,4-6,13,1-4,1-3,1-2,12-15,13-16,14,11-13,10-13,1-4,4-6,12-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sky Bet Championship,Leader,Center back,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Lst,- -  - 
Jeffrey Grondin,M/AM (R),32,FRA,"5'7""",145 lbs,,EFC Fréjus Saint-Raphaël,£22K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£1,000 p/w",Right Only,10-14,-,5-9,19-20,10-14,9-13,5-9,-,-,6-12,3-9,3-9,9-13,9-13,11-17,8-12,-,4-8,8-14,10-16,3-7,-,5-9,4-10,-,1-5,6-10,-,-,10-14,11-15,-,13-17,11-15,5-9,-,-,-,-,12-16,6-12,1-4,13-17,9-13,-,7-11,11-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ligue 2 BKT,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Alessio Iezzi,"AM (RC), ST (C)",32,ITA,"5'7""",145 lbs,,Avellino,£3.5K - £35K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£3,900 p/w",Right,7-11,1-5,13-17,11-15,10-14,7-11,8-12,1-6,1,10-14,8-12,5-9,4-8,9-15,9-13,12-16,3-7,5-9,12-16,15-19,4-8,1-5,7-13,6-10,1-5,5-9,7-13,1,2-6,14-18,13-17,1-5,6-12,8-12,1-5,4-8,1-7,1-3,1-3,8-14,3-7,1-7,8-14,13-19,1-3,9-15,11-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Technical,Midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Gaspare Felici,D/WB (L),32,ITA,"5'8""",154 lbs,,Fiorentina,£110K - £325K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£6,250 p/w",Left,13-16,1-4,12-15,11-15,6-10,14-18,11-15,3-6,1-5,7-11,13-16,1-3,7-10,14-17,13-17,4-8,1-3,1-4,9-13,9-12,1-4,1-4,8,5,1-2,15-18,5-8,1-5,10,12-15,5-9,1-4,10-13,10-13,1-4,13,2-5,1-5,1-3,15-18,9-13,12,10-13,13-16,1-3,3-6,11-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Serie BKT,Leader,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Wnt,- -  - 
Andrea Margiotta,"DM, M (RLC), AM (LC)",32,ITA,"5'9""",158 lbs,,KV Westerlo,£50K - £500K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2042,"£3,700 p/w",Left,7-10,1-3,11-14,13-16,10-13,13-17,6-10,1-4,1-3,11-15,6-10,8-12,5-8,13-16,10-14,8-11,1-4,3-7,12,12-16,7-11,1-2,7-10,6-10,1-4,12-15,7-10,1-2,8-12,10-13,12-15,2-6,12-15,11,4-7,7-11,2-5,1-4,1-3,12-15,12,9,13-16,13-16,1-3,12,11-14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Challenger Pro League,Physical,Experienced attacking midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bid,- -  - 
Charlie Stearman,"D (RC), WB (R)",32,ENG,"6'1""",174 lbs,,QPR,£18K - £180K,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£4,100 p/w",Right,10-14,1-4,10-14,9-12,12-15,14-17,9-12,1-5,1-3,4-7,13-16,2-5,7-11,13-17,15-18,3-6,3-6,2-5,5-8,6-9,1-3,1-5,7,15,1-2,15-19,4-8,3-6,12,15-19,3-6,2-5,9-13,3-7,1-3,12,1-4,2-5,1-4,11-15,9-12,11,9-13,11-15,1-3,3-7,9-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sky Bet Championship,Physical,Fullback,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Ruslan Kalinin,AM (L),18,UKR,"6'0""",156 lbs,,Dnipro-1,Unknown,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,£110 p/w,Unknown,11-17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1-8,-,3-12,1-9,-,-,-,1-2,8-14,-,-,4-11,-,-,-,1-7,-,6-13,5-11,-,-,-,-,-,-,1-8,-,-,10-17,-,1-7,11-18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Favbet Liha,Physical,Winger,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
Anthony Wurtz,"DM, M (C)",32,BEL,"5'9""",152 lbs,,Norwich City,£240K - £2.4M,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30/6/2041,"£18,750 p/w",Right,9-12,1-5,11-14,11-14,15-18,10-14,13-17,1,1-4,11-14,14-18,3-7,3-6,13-16,15-18,5-8,1-5,2-6,16,9-13,4-8,1-3,4-8,2-6,2-5,14-17,4-7,2-5,10-14,14-17,10-13,1-4,12-16,10,3-6,10-14,1-3,1-3,2-6,10-13,10,13,11-15,10-13,3-6,14,12-15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sky Bet Championship,Leader,Experienced midfielder,Scouting Required,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,- -  - 
