Name,Position,Age,Nat,Height,Weight,Personality,Club,Transfer Value,Av Rat,Gls,xG,Pens S,Pen/R,Shot/90,Shot %,ShT/90,Asts/90,Ps C/90,Pas %,K Ps/90,CCC,Cr A,Cr C/A,Tck/90,Tck R,K Tck,Int/90,Clear,Fls,Aer A/90,Hdrs W/90,Hdr %,Gl Mst,Drb/90,FA,Dist/90,Yel,Red,Off,Apps,Mins,Shots,Ast,Pens,Mins/Gm,ShT,Hdrs A,Cr C,Distance,Drb,Hdrs,Itc,K Pas,Pas A,Ps C,Tck A,Tck C,Expires,Salary,Preferred Foot,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,K Hdrs/90,Blk/90,xG/shot,Sprints/90,Poss Won/90,Poss Lost/90,Pres A/90,Pres C/90,Pr passes/90,xA/90,Blk,xGP,xSv %,Conv %,OP-KP/90,Svt,xGP/90,OP-KP,Sv %,Svh,Svp,All/90,Cln/90,NP-xG/90,Pens Saved Ratio,NP-xG,Division,Style,Media Description,Media Handling,FK Shots,Ch C/90,Clr/90,Crs A/90,Cr C/90,Goals Outside Box,Hdrs L/90,K Tck/90,OP-Cr %,OP-Crs A/90,OP-Crs C/90,Ps A/90,Shts Blckd/90,Shots Outside Box/90,xG/90,Saves/90,Inf,Rec
Kacper Łyszczarz,"AM (C), ST (C)",23,POL,"6'0""",169 lbs,,Śląsk,£140K - £1.4M,6.61,3,4.47,0,-,1.40,34%,0.48,0.14,24.16,84%,0.77,4,8,12%,0.82,61%,0,1.06,5,18,10.90,1.88,17%,1,0.77,21,8.0mi,0,0,6,18 (17),"1,866",29,3,0,53.31,10,226,1,166.3mi,16,39,22,16,600,501,28,17,30/6/2034,"£3,600 p/w",Right,12-17,-,5-10,7-14,-,10-17,5-12,-,-,10-16,-,-,6-11,15-20,15-20,4-11,-,12-19,13-19,12-17,-,-,4-9,7-12,-,9-14,10-15,-,-,12-17,9-16,-,7-12,6-11,1-6,-,-,-,-,13-18,8-14,-,7-12,15-20,-,9-14,9-14,0.05,-,0.15,6.37,3.52,7.52,5.88,1.06,1.30,0.10,0,-,-,10%,0.77,-,-,16,-,-,-,-,-,0.22,-,4.47,PKO Bank Polski Ekstraklasa,Intelligent,Forward,Scouting Required,0,0.19,0.24,0.39,0.05,1,9.02,0.00,13%,0.39,0.05,28.94,0.00,0.34,0.22,-,Wnt,- -  - 
Javier,"M/AM (C), ST (C)",23,ESP,"5'9""",154 lbs,,Almería,£800K - £8.2M,6.75,2,2.43,0,-,0.49,64%,0.31,0.09,32.67,87%,0.58,8,6,16%,1.69,83%,0,1.83,14,15,2.76,0.40,15%,0,1.56,35,8.4mi,0,0,2,26 (9),"2,019",11,2,0,57.69,7,62,1,188.5mi,35,9,41,13,843,733,46,38,30/6/2036,"£25,500 p/w",Right,12-18,-,7-13,11-15,8-12,14-18,9-13,-,-,13-17,5-11,1-7,3-9,11-15,15-19,8-12,-,14-18,11-15,10-16,5-9,-,11-15,1-5,-,11-17,6-10,1-5,-,11-17,9-13,-,11-15,12-18,1-3,6-10,-,-,-,10-14,8-12,3-7,10-14,12-16,-,14-18,11-15,0.00,0.09,0.22,9.27,5.79,9.27,10.34,2.27,2.27,0.09,2,-,-,18%,0.58,-,-,13,-,-,-,-,-,0.11,-,2.43,LaLiga EA Sports,Physical,Midfielder,Scouting Required,0,0.36,0.62,0.27,0.04,0,2.36,0.00,17%,0.27,0.04,37.58,0.00,0.13,0.11,-,,- -  - 
Mario Dorgeles,"DM, M (C)",27,CIV,"5'10""",147 lbs,,Bournemouth,£31M - £38M,6.75,0,1.11,0,-,0.66,23%,0.15,-,52.58,88%,0.92,3,8,25%,1.99,80%,1,2.45,15,15,3.37,1.43,42%,0,1.38,5,8.8mi,3,0,1,17 (18),"1,763",13,0,0,50.37,3,66,2,172.1mi,27,28,48,18,"1,169","1,030",49,39,30/6/2035,"£48,000 p/w",Left,12-15,1-3,8-11,15-18,15-18,12-16,11-15,2-5,1-3,10-14,14-18,6-10,5-8,11-14,8-12,12-15,1-4,4-8,13,8-12,5-9,1,9-12,9-13,1-4,2-5,9-12,4-8,13-17,11-14,14-17,1-5,13-16,13,10-13,12-16,2-5,1-3,1-2,13-16,14,13,11-14,12-15,1-2,12-15,13-16,0.26,0.41,0.09,9.29,9.39,8.17,9.75,3.11,4.65,0.07,8,-,-,-,0.92,-,-,18,-,-,-,-,-,0.06,-,1.11,Premier League,Physical,Defensive midfielder,Scouting Required,0,0.15,0.77,0.41,0.10,0,1.94,0.05,25%,0.41,0.10,59.68,0.20,0.41,0.06,-,,- -  - 
Ivano Lazzeri,"D (RLC), DM",22,BEL,"5'11""",165 lbs,,KRC Genk,£230K - £2.3M,6.73,0,0.80,0,-,0.35,8%,0.03,-,49.29,90%,0.35,4,25,19%,1.96,77%,9,2.04,52,22,7.65,4.23,55%,1,0.12,4,7.4mi,4,0,0,35,"3,082",12,0,0,88.06,1,262,5,252.3mi,4,145,70,12,"1,874","1,688",87,67,30/6/2034,"£21,000 p/w",Left,9-13,1-2,14-18,11-14,11-14,15-18,13-16,1-4,1-2,6-9,14-17,5-8,7-11,12-16,12-15,4-7,1-4,7-10,4-7,5-8,1-3,1-3,7,12,1-3,8-12,4-8,8-11,13,12-16,4-7,2-5,9-13,5-9,1-4,12-15,2-6,1-4,1-3,13-17,10-13,15,12-16,9-13,1-2,5-9,11-15,1.11,0.79,0.07,7.18,11.62,6.80,4.21,1.69,6.37,0.07,27,-,-,-,0.32,-,-,11,-,-,-,-,-,0.02,-,0.80,Jupiler Pro League,Physical,Center back,Scouting Required,0,0.12,1.52,0.73,0.15,0,3.42,0.26,20%,0.61,0.12,54.72,0.47,0.12,0.02,-,Int,- -  - 
Mattia Cannoletta,D/WB/M (L),22,ITA,"5'10""",156 lbs,,Sampdoria,£475K - £4.8M,6.71,0,0.46,0,-,0.25,0%,0.00,0.06,35.73,84%,0.84,7,187,8%,4.61,80%,3,2.49,73,58,4.36,2.40,55%,2,1.81,26,8.4mi,9,1,1,33 (2),"2,889",8,2,0,82.54,0,140,21,268.3mi,58,77,80,27,"1,368","1,147",185,148,30/6/2034,"£14,000 p/w",Left,13-16,1-5,6-9,12-15,11-14,10-14,9-13,1,3-6,9-12,11-15,9-13,9-12,9-12,15-18,9-12,1-5,1-5,9-12,5-9,5-9,1-4,7,12,2-5,12-15,3-6,8-11,12,16-19,8-11,1-5,12-16,9-12,4-7,10-14,1,1-4,3-7,13-16,11-14,12,17-20,6-9,4-7,10-14,12-15,0.19,1.03,0.06,17.76,13.33,13.36,12.21,3.27,4.80,0.10,33,-,-,-,0.59,-,-,19,-,-,-,-,-,0.01,-,0.46,Serie A TIM,Physical,Attacking full back,Scouting Required,0,0.22,2.27,5.83,0.65,0,1.96,0.09,11%,4.52,0.40,42.62,0.25,0.25,0.01,-,Wnt,- -  - 
Maksym Khlan,"M (LC), AM (RLC)",29,UKR,"5'7""",143 lbs,,Dynamo Kyiv,£400K - £4.1M,7.18,6,6.60,1,100%,1.63,33%,0.53,0.25,25.64,79%,0.60,6,47,14%,2.10,82%,3,1.22,26,16,3.45,1.47,43%,0,1.69,47,4.9mi,1,0,3,33 (2),"2,868",52,8,1,81.94,17,110,7,157.1mi,54,47,39,19,"1,035",817,82,67,30/6/2034,"£7,500 p/w",Right,11-16,-,7-12,9-15,-,8-13,5-10,-,-,9-16,-,-,7-12,7-14,6-13,9-15,-,2-7,9-16,3-8,-,-,5-10,4-9,-,10-15,5-12,-,-,9-14,7-13,-,11-16,11-16,8-14,-,-,-,-,6-13,8-15,-,8-13,7-14,-,11-16,7-14,0.06,0.35,0.13,10.04,4.27,8.22,7.97,2.23,2.67,0.17,11,-,-,12%,0.60,-,-,19,-,-,-,-,-,0.18,-,5.81,Favbet Liha,Intelligent,Winger,Scouting Required,0,0.19,0.82,1.47,0.22,0,1.98,0.09,15%,1.47,0.22,32.48,0.03,0.25,0.21,-,,- -  - 
Lovro Majkić,GK,32,CRO,"6'1""",167 lbs,,Sassuolo,£275K - £2.8M,6.76,0,0.13,0,-,0.03,100%,0.03,-,11.51,60%,0.06,1,-,-,0.06,67%,0,0.06,-,0,-,-,-,1,-,0,3.8mi,0,0,0,35,"3,150",1,0,0,90.00,1,-,-,133.2mi,0,-,2,2,669,403,3,2,30/6/2033,"£12,500 p/w",Right,11-15,10-14,9-13,12-15,10-13,11-14,11-14,10,8-11,8-11,12-15,3-6,1-3,11-15,9-12,1-4,11-14,1-3,6-9,3-6,2-5,12,3-7,14-17,11,7-11,2-6,1-2,1-4,9-13,1-2,16-19,9-13,10-14,1-4,12-15,7-11,15-18,7-11,9-13,9-12,1-4,7-11,6-10,14,7-11,8-12,0.00,-,0.13,0.20,4.43,10.80,0.00,0.00,1.31,0.01,-,-7.16,83%,-,0.03,24,-0.20,1,69%,32,49,1.57,0.26,0.00,67%,0.13,Serie A TIM,Shot Stopper,Experienced goalkeeper,Scouting Required,-,0.03,7.23,-,-,-,-,0.00,-,-,-,19.11,-,-,0.00,3,,- -  - 
Leonardo Mendicino,"DM, M (C)",25,ITA,"6'0""",169 lbs,,Braga,£5.6M - £7M,6.94,3,2.59,0,-,1.31,50%,0.65,0.20,61.85,88%,0.98,5,18,11%,2.74,75%,2,2.35,14,16,4.44,2.55,57%,0,1.11,11,8.6mi,2,0,0,13 (22),"1,378",20,3,0,39.37,10,68,2,131.5mi,17,39,36,15,"1,074",947,56,42,30/6/2034,"£33,000 p/w",Right,9-13,-,9-13,13-17,16-20,10-14,10-14,-,-,8-14,12-18,6-12,5-9,10-14,11-17,12-16,-,5-9,9-15,7-13,5-9,-,6-10,11-17,-,9-13,8-12,-,11-17,11-15,11-15,-,11-15,10-14,-,10-14,-,-,-,12-16,8-14,10-14,10-14,10-14,-,13-17,12-16,0.20,0.46,0.13,11.82,11.36,10.65,13.39,4.11,7.84,0.10,7,-,-,15%,0.98,-,-,15,-,-,-,-,-,0.17,-,2.59,Liga Portugal Betclic,Physical,Midfielder,Scouting Required,0,0.33,0.91,1.18,0.13,1,1.89,0.13,11%,1.18,0.13,70.15,0.20,0.72,0.17,-,,- -  - 
Arijanet Murić,GK,33,KOS,"6'6""",187 lbs,,Leicester City,Not for Sale,6.68,0,0.00,0,-,-,-,-,-,21.77,80%,-,0,-,-,0.00,0%,0,0.23,-,0,-,-,-,0,-,0,3.9mi,0,0,0,35,"3,150",0,0,0,90.00,-,-,-,138.1mi,0,-,8,0,950,762,4,0,30/6/2033,"£105,000 p/w",Right Only,8-10,18,14-16,10,14-16,10-12,16-18,12,10-13,11-14,14-17,1-3,1-3,12-14,13-16,2-4,5,2-4,11-14,1-4,2-4,13,2-4,17-20,10,7-9,1-3,1-2,1-4,11-13,1-3,17,10-12,11-13,4-6,12,12,15,14,7-9,8-11,2-4,10-12,11-13,15,11-13,11-13,0.00,-,0.00,0.09,4.69,8.06,0.00,0.00,0.71,0.00,-,-11.16,81%,-,0.00,23,-0.32,0,64%,42,40,1.77,0.14,0.00,0%,0.00,Premier League,Assertive,Experienced goalkeeper,Scouting Required,-,-,6.60,-,-,-,-,0.00,-,-,-,27.14,-,-,0.00,3,,- -  - 
Eren Elmalı,"D (RL), WB (L)",31,TUR,"5'11""",165 lbs,,Wolverhampton,£9.2M - £12M,6.78,0,0.12,0,-,0.09,0%,0.00,0.12,52.06,89%,0.78,3,106,12%,2.84,75%,7,2.94,48,32,4.31,2.62,61%,1,1.41,15,8.4mi,2,0,1,35,"2,882",3,4,0,82.34,0,138,9,267.9mi,45,84,94,25,"1,871","1,667",121,91,30/6/2032,"£43,000 p/w",Left Only,15-18,1-3,12-15,12-16,11-15,12-15,12-15,1-3,1-4,11-15,13-16,7-10,14-17,10-14,12-16,8-12,1-3,2-5,12-16,6-9,1-3,2-5,9,11,1-3,9-12,6-10,9-13,11,15-18,9-13,1-3,14-17,12-15,5-9,11-14,1-2,1-2,1-4,10-14,11-15,12,13-16,10-14,1-4,8-11,12-16,0.34,0.87,0.04,11.55,13.90,10.46,9.74,2.84,6.93,0.09,28,-,-,-,0.47,-,-,15,-,-,-,-,-,0.00,-,0.12,Premier League,Physical,Fullback,Scouting Required,0,0.09,1.50,3.31,0.28,0,1.69,0.22,8%,0.97,0.12,58.43,0.22,0.09,0.00,-,,- -  - 
Ruben Kluivert,"D (RC), DM",31,NED,"5'10""",163 lbs,,KV Westerlo,£170K - £1.7M,6.88,1,1.07,0,-,0.58,56%,0.33,0.04,43.96,88%,0.84,5,85,12%,3.14,84%,6,2.63,36,20,6.94,5.00,72%,1,0.77,7,7.9mi,2,0,3,29 (6),"2,465",16,1,0,70.43,9,190,11,216.5mi,21,137,72,23,"1,361","1,204",102,86,30/6/2033,"£5,250 p/w",Right Only,10-13,1-3,8-11,13-16,12-15,10-14,12-16,1-4,1-3,9-13,14-18,4-8,9-12,10-13,11-15,7-10,2-6,4-8,8-12,7-11,1-5,1,12,13,4-7,12-15,4-7,3-7,12,11-14,11-14,1-4,12-15,8-11,5-8,12-16,1-4,1-3,1-4,11-14,9-13,13,10-13,11-14,1-2,7-10,12-15,0.44,0.73,0.07,12.63,15.23,9.78,8.07,2.12,5.08,0.07,20,-,-,6%,0.77,-,-,21,-,-,-,-,-,0.04,-,1.07,Jupiler Pro League,Leader,Center back,Scouting Required,0,0.18,1.31,3.10,0.40,0,1.94,0.22,13%,2.88,0.37,49.69,0.29,0.15,0.04,-,Wnt,- -  - 
Joel,"D/WB (L), AM (C), ST (C)",22,ESP,"5'10""",160 lbs,,Burgos,£5M - £8.2M,6.81,1,1.09,0,-,0.27,33%,0.09,0.18,32.19,84%,1.22,13,153,18%,2.70,82%,12,3.69,44,38,4.40,1.13,26%,0,1.46,34,9.1mi,3,1,5,35,"3,028",9,6,0,86.51,3,148,29,305.2mi,49,38,124,41,"1,295","1,083",111,91,30/6/2036,"£15,500 p/w",Left,14-18,-,8-12,13-17,10-14,13-17,7-11,-,-,13-19,6-10,1-4,7-11,10-16,14-20,10-14,-,6-10,14-20,8-12,1-3,-,8-12,1-5,-,4-8,4-10,3-9,-,13-17,11-15,-,12-16,9-13,4-8,10-14,-,-,-,13-19,11-17,6-10,13-17,12-18,-,12-16,8-14,0.15,0.74,0.12,17.00,11.89,11.50,16.59,4.37,6.03,0.14,25,-,-,11%,1.22,-,-,41,-,-,-,-,-,0.03,-,1.09,LaLiga EA Sports,Physical,Fullback,Scouting Required,0,0.39,1.31,4.55,0.86,1,3.27,0.36,19%,4.55,0.86,38.49,0.15,0.12,0.03,-,Wnt,- -  - 
Antonio Blanco,"DM, M (C)",31,ESP,"5'9""",136 lbs,,Alavés,£4.3M - £5.6M,6.90,5,3.74,0,-,1.45,44%,0.64,0.06,44.07,86%,1.31,15,30,10%,2.59,71%,4,2.59,23,33,3.17,1.25,39%,0,0.58,17,8.5mi,4,0,1,35,"3,098",50,2,0,88.51,22,109,4,293.4mi,20,43,89,45,"1,764","1,517",125,89,30/6/2032,"£36,000 p/w",Right,12-16,-,8-12,10-14,13-17,10-14,10-14,-,-,9-13,14-18,8-12,8-12,12-18,13-17,7-11,-,6-10,10-14,11-15,8-12,-,9-15,8-12,-,13-17,8-14,6-10,12-16,13-17,12-16,-,8-14,12-16,-,12-16,-,-,-,12-18,9-13,9-15,11-17,10-16,-,9-15,12-18,0.12,0.29,0.07,11.97,9.79,9.62,14.99,3.86,4.85,0.12,10,-,-,10%,1.28,-,-,44,-,-,-,-,-,0.11,-,3.74,LaLiga EA Sports,Physical,Midfielder,Scouting Required,3,0.44,0.67,0.87,0.12,4,1.92,0.12,13%,0.81,0.09,51.25,0.17,1.07,0.11,-,,- -  - 
Aurélien Scheidler,ST (C),34,FRA,"6'4""",191 lbs,,NEC,£0 - £40K,7.14,8,6.22,0,-,1.44,46%,0.66,0.24,35.34,89%,1.17,22,15,13%,1.35,78%,0,0.72,11,33,5.33,3.01,56%,0,0.96,60,7.5mi,3,0,14,35,"2,990",48,8,0,85.43,22,177,2,249.3mi,32,100,24,39,"1,326","1,174",58,45,30/6/2031,"£7,250 p/w",Right Only,10,1-2,8-12,7-10,10-13,13-16,12-15,2-6,1,9-12,11-14,5-8,6-10,11-15,9-12,7-10,2-5,12-15,10-13,11-14,5-8,1-3,12,15,1-2,8-12,10-14,4-7,7-10,12-16,10-13,3-6,7-11,9-13,7-10,10-13,1-4,2-5,1-4,10-14,9-12,7-11,9-13,12-16,1-2,8-12,12-16,0.12,0.09,0.13,5.60,3.55,10.11,7.56,1.78,1.26,0.22,3,-,-,17%,1.17,-,-,39,-,-,-,-,-,0.19,-,6.22,Eredivisie,Intelligent,Veteran striker,Scouting Required,0,0.66,0.33,0.45,0.06,0,2.32,0.00,13%,0.45,0.06,39.91,0.06,0.18,0.19,-,,- -  - 
Matheus Frizon,"D (C), DM",22,BRA,"6'2""",182 lbs,,Vitória,£5M - £6.4M,6.77,0,0.46,0,-,0.19,17%,0.03,-,48.34,88%,0.52,2,7,-,1.94,79%,4,1.65,26,41,5.74,4.03,70%,0,0.39,17,7.7mi,1,0,4,35,"2,789",6,0,0,79.69,1,178,0,239.3mi,12,125,51,16,"1,696","1,498",76,60,31/12/2035,"£16,750 p/w",Right,10-13,1-3,11-14,13-16,15-18,14-18,16-20,1-4,1-3,3-7,13-17,1-5,1-4,13-16,12-16,9-12,3-7,2-6,3-7,8-12,2-6,1,11,15,1-4,3-6,7-10,1-3,15,11-14,6-9,1-5,12-15,5-8,2-5,13-17,3-6,1-4,1-3,13-16,11-15,14,10-13,10-13,1-2,7-10,11-14,0.74,0.35,0.08,9.00,15.91,5.07,6.87,2.32,3.78,0.06,11,-,-,-,0.52,-,-,16,-,-,-,-,-,0.01,-,0.46,Campeonato Brasileiro Assaí Série A,Physical,Center back,Scouting Required,0,0.06,0.84,0.23,0.00,0,1.71,0.13,0%,0.23,0.00,54.73,0.81,0.06,0.01,-,,- -  - 
Ismael Mayoral,M/AM (L),22,ESP,"5'10""",158 lbs,,Real Valladolid,£1.9M - £4.2M,6.93,7,4.56,0,-,1.19,50%,0.59,0.31,23.40,82%,1.43,12,182,15%,3.11,79%,2,3.04,28,56,6.43,2.03,32%,0,3.46,27,8.6mi,6,0,13,35,"2,577",34,9,0,73.63,17,184,29,245.9mi,99,58,87,41,815,670,113,89,30/6/2033,"£15,500 p/w",Left,13-17,-,5-9,17-20,9-13,13-19,2-8,-,-,13-17,7-11,2-6,13-17,7-11,15-19,11-15,-,5-11,9-13,10-14,1-5,-,7-13,8-12,-,11-15,4-8,5-9,-,13-17,8-12,-,13-19,7-11,4-8,2-8,-,-,-,9-13,10-14,1-7,5-11,7-11,-,8-14,7-11,0.07,0.42,0.13,18.75,9.95,14.07,13.86,4.09,2.34,0.20,12,-,-,21%,1.43,-,-,41,-,-,-,-,-,0.16,-,4.56,LaLiga EA Sports,Physical,Winger,Scouting Required,0,0.42,0.98,6.36,1.01,0,4.40,0.07,16%,6.36,1.01,28.46,0.10,0.21,0.16,-,,- -  - 
Hicham Mahou,"WB (R), M (L), AM (RLC), ST (C)",32,FRA,"5'11""",147 lbs,Balanced,FC Lugano,£50K - £160K,6.83,6,12.58,0,-,3.43,42%,1.43,0.11,11.51,58%,-,0,0,-,0.91,86%,0,-,0,34,-,-,-,0,-,34,0.0mi,0,1,0,35,"3,150",120,4,0,90.00,50,0,0,0.0mi,0,-,0,0,700,403,37,32,30/6/2031,"£15,250 p/w",Right Only,13,1-2,12,13,12-14,10,13,1-3,1-3,12,8-10,9-11,12,12,14,10,1,7,13,13,8-10,2-4,8,7,2-4,9,8,3-6,4-6,14,13,1,12,13,14,7-9,1-2,3-5,1-3,12,9,3-5,13,13,2-5,11,14,0.00,-,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0,-,-,5%,0.00,-,-,0,-,-,-,-,-,0.36,-,12.58,Raiffeisen Super League,Leader,Experienced winger,Media-friendly,0,-,0.00,0.00,0.00,0,-,0.00,-,0.00,0.00,20.00,0.00,0.00,0.36,-,,- -  - 
Yuya Ikeshita,"DM, M (C)",30,NED,"6'0""",176 lbs,,Royal Charleroi,£230K - £2.3M,6.89,2,1.86,0,-,0.91,29%,0.27,0.24,47.12,89%,1.27,11,80,25%,2.45,69%,4,2.15,36,53,4.07,1.80,44%,1,0.80,27,8.3mi,8,0,2,35,"3,050",31,8,0,87.14,9,138,17,281.5mi,27,61,73,43,"1,787","1,597",120,83,30/6/2032,"£8,250 p/w",Right Only,9-12,1-3,12-15,13-16,13-16,12-16,8-12,1-4,1-2,8-12,11-15,9-13,7-10,12-15,8-12,8-11,1-4,10-14,13,4-8,10-14,1,6-9,10-14,1-4,11-14,9-12,4-8,6-10,11-14,15-18,1-4,10-13,12,3-6,8-12,2-5,1-3,1-3,14-17,13,7,14-17,12-15,1-4,12-15,15-18,0.03,0.21,0.06,12.28,10.12,8.53,11.54,2.92,4.87,0.10,7,-,-,6%,0.65,-,-,22,-,-,-,-,-,0.05,-,1.86,Jupiler Pro League,Physical,Midfielder,Scouting Required,7,0.32,1.06,2.36,0.50,2,2.27,0.12,21%,0.47,0.12,52.73,0.12,0.83,0.05,-,Wnt,- -  - 
Samson Baidoo,"D (C), DM",28,AUT,"6'2""",187 lbs,Fairly Determined,Real Madrid,£37M - £45M,6.98,1,1.66,0,-,1.19,38%,0.45,0.06,72.83,94%,0.23,0,1,-,1.25,79%,3,2.44,17,9,8.73,6.69,77%,0,0.11,3,7.4mi,0,0,0,13 (22),"1,588",21,1,0,45.37,8,154,0,130.6mi,2,118,43,4,"1,368","1,285",28,22,30/6/2033,"£89,000 p/w",Right,14,1-3,9,13-15,13,15-17,15,1-2,1-2,14,13,5-8,4-6,12,15,10,1-3,5-7,11,6-9,7-9,1,13,17,1-3,9,9-11,6-9,13,13,11-13,1-3,15,11,8-10,16,3-5,1-2,1-2,14,16,14,12,9,1-3,12-14,14,0.34,0.11,0.08,5.78,14.62,5.21,2.66,0.91,7.48,0.01,2,-,-,5%,0.23,-,-,4,-,-,-,-,-,0.09,-,1.66,LaLiga EA Sports,Physical,Powerful center-back,Level-headed,0,-,0.96,0.06,0.00,0,2.04,0.17,0%,0.06,0.00,77.53,0.06,0.00,0.09,-,,- -  - 
Márcio Silva,D (C),30,BRA,"6'4""",187 lbs,,Heracles,£110K - £1.1M,6.80,1,1.93,0,-,0.83,48%,0.40,-,41.72,86%,0.15,1,8,25%,1.47,71%,11,1.65,89,15,7.35,5.51,75%,3,-,3,6.8mi,3,0,0,32 (3),"2,940",27,0,0,84.00,13,240,1,222.9mi,0,180,54,5,"1,585","1,363",68,48,30/6/2033,"£4,500 p/w",Left,9-12,1,11-14,6-10,9-13,9-13,12-16,2-5,1-3,7-11,10-13,4-7,5-8,11-14,12-16,4-8,1-2,5-9,6-10,3-6,6-10,1-3,13,17,1-4,11-14,6-9,8-12,10-13,11-14,5-9,1-2,7-10,8-11,3-7,11-15,2-5,2-6,1,12-15,12-16,12,9-12,7-10,1-3,5-8,11-14,0.89,0.67,0.07,4.07,10.84,7.74,3.37,1.16,2.36,0.01,22,-,-,4%,0.15,-,-,5,-,-,-,-,-,0.06,-,1.93,Eredivisie,Physical,Center back,Scouting Required,0,0.03,2.72,0.24,0.03,0,1.84,0.34,13%,0.12,0.03,48.52,0.52,0.03,0.06,-,,- -  - 
Washington Luiz,"AM (R), ST (C)",20,BRA,"6'0""",160 lbs,,Internacional,£6M - £7.8M,7.09,19,11.43,0,-,2.72,55%,1.48,0.11,19.18,86%,0.57,9,14,-,1.13,74%,0,1.24,14,36,9.54,2.26,24%,0,1.94,63,7.1mi,2,0,19,29 (6),"2,548",77,3,0,72.80,42,270,1,201.1mi,55,64,35,16,635,543,43,32,31/12/2034,"£11,250 p/w",Right,15,1-5,9-14,12-16,8-12,10-14,9-13,1-3,1-5,13-17,5-10,3-8,10-15,8-12,18-20,8-12,1-2,11-15,10-14,9-14,9-13,1-6,7,12,1-3,14-19,2-6,1-5,3-8,14-19,11-15,1-2,16,11-16,1-3,6-10,1-3,3-7,1-5,11-15,7-11,1-6,6-12,12-16,2-6,8-14,6-10,0.07,0.14,0.15,5.97,2.54,13.88,6.64,1.73,0.53,0.14,4,-,-,25%,0.53,-,-,15,-,-,-,-,-,0.40,-,11.43,Campeonato Brasileiro Assaí Série A,Physical,Striker,Scouting Required,1,0.32,0.49,0.49,0.04,2,7.28,0.00,7%,0.42,0.00,22.43,0.00,1.02,0.40,-,,- -  - 
Jacopo Fazzini,M/AM (C),29,ITA,"5'10""",154 lbs,,Empoli,£500K - £5.2M,6.79,5,4.75,0,-,1.57,43%,0.67,0.13,29.01,87%,0.90,11,46,20%,2.53,82%,1,2.40,14,35,2.56,0.61,24%,1,1.09,38,8.3mi,5,0,1,35,"2,808",49,4,0,80.23,21,80,9,259.6mi,34,19,75,28,"1,039",905,96,79,30/6/2034,"£33,500 p/w",Right,13-16,2-6,8-11,13-16,13-16,10-14,10-14,1-2,1-4,14-17,11-15,8-12,9-12,11-14,15-18,11-14,2-6,7-11,13,7-11,4-8,1-4,7-11,4-8,1-3,7-10,8-11,8-11,10-14,10-13,14-17,1-4,13-17,13,7-10,11-15,1,1-4,3-7,10-13,12,12,11-15,11-14,1-4,14-18,11-14,0.00,0.13,0.10,13.53,8.08,7.85,14.07,3.62,2.50,0.15,4,-,-,10%,0.87,-,-,27,-,-,-,-,-,0.15,-,4.75,Serie A TIM,Intelligent,Midfielder,Scouting Required,0,0.35,0.45,1.47,0.29,2,1.96,0.03,20%,1.38,0.29,33.30,0.03,0.99,0.15,-,,- -  - 
Manu Sánchez,D/WB (L),31,ESP,"5'10""",154 lbs,,Alavés,£140K - £1.4M,6.69,3,1.83,0,-,0.75,36%,0.27,0.09,38.98,86%,0.93,9,67,23%,3.73,79%,5,3.26,54,39,3.85,1.25,33%,2,1.19,6,8.7mi,3,0,1,35,"3,013",25,3,0,86.09,9,129,14,292.5mi,40,42,109,31,"1,510","1,305",158,125,30/6/2032,"£20,500 p/w",Left,12-16,-,9-13,12-16,12-16,9-15,9-15,-,-,13-17,11-15,6-10,13-17,10-14,12-16,8-12,-,-,13-17,11-15,3-9,-,5-11,5-9,-,8-12,5-9,12-16,11-15,11-15,12-16,-,12-18,13-17,9-13,8-14,-,-,-,10-14,11-15,12-18,10-16,10-14,-,11-17,10-14,0.18,0.90,0.07,15.11,13.41,9.71,10.63,3.29,5.26,0.09,30,-,-,12%,0.69,-,-,23,-,-,-,-,-,0.05,-,1.83,LaLiga EA Sports,Technical,Fullback,Scouting Required,0,0.27,1.61,2.00,0.42,1,2.60,0.15,21%,1.14,0.27,45.10,0.12,0.63,0.05,-,Wnt,- -  - 
